date,open,high,low,close,volume
1970-01-01 00:28:34.003200,272.9700,276.2200,270.4900,275.1600,8058103
1970-01-01 00:28:33.916800,282.5700,283.0000,274.4900,275.0200,8807157
1970-01-01 00:28:33.830400,274.0100,274.8900,272.7100,274.1100,6438002
1970-01-01 00:28:33.744000,270.9500,273.7600,269.3600,272.3300,6463742
1970-01-01 00:28:33.484800,271.4700,272.0000,268.2900,269.7800,7905368
1970-01-01 00:28:33.398400,272.5700,273.1500,269.8600,271.3700,8231849
1970-01-01 00:28:33.312000,273.3000,274.0000,271.5000,272.6900,5940897
1970-01-01 00:28:33.225600,270.5400,274.1300,270.1700,271.3500,8237131
1970-01-01 00:28:33.139200,277.8900,277.9100,270.3400,271.2800,10267489
1970-01-01 00:28:32.880000,275.5500,277.0000,274.0550,275.9600,9038411
1970-01-01 00:28:32.793600,274.0000,276.4800,272.1800,275.6800,8102293
1970-01-01 00:28:32.707200,275.4200,276.8200,274.1200,274.4800,5276012
1970-01-01 00:28:32.620800,277.6300,278.0000,273.3200,276.7200,7292102
1970-01-01 00:28:32.534400,276.2500,277.9800,275.1500,277.7600,5521086
1970-01-01 00:28:32.275200,276.1000,277.9570,275.0300,277.1400,4368406
1970-01-01 00:28:32.188800,278.3600,279.0850,273.5600,274.0000,4003715
1970-01-01 00:28:32.102400,280.4800,280.4800,276.5600,276.9600,4472635
1970-01-01 00:28:32.016000,278.0000,279.3300,276.9800,278.4400,6780676
1970-01-01 00:28:31.929600,280.3600,280.8900,276.7900,278.2800,5055390
1970-01-01 00:28:31.584000,278.4900,279.8000,277.1200,279.0800,5844358
1970-01-01 00:28:31.497600,280.2500,281.2500,276.9800,279.0200,5190674
1970-01-01 00:28:31.411200,284.1300,284.1300,278.4100,280.6000,8752364
1970-01-01 00:28:31.324800,283.0100,283.5000,280.0400,281.2100,8519433
1970-01-01 00:28:31.065600,290.0000,290.4900,282.8900,283.2600,8744121
