date,open,high,low,close,volume
1970-01-01 00:28:34.003200,192.2500,193.9350,191.1800,193.3700,9779713
1970-01-01 00:28:33.916800,190.5300,193.2300,190.1700,193.0800,6964905
1970-01-01 00:28:33.830400,191.1300,192.2250,190.5200,192.1400,9144372
1970-01-01 00:28:33.744000,185.9900,190.1250,185.9800,189.4100,11529668
1970-01-01 00:28:33.484800,182.4000,185.8800,181.4100,185.8000,13402313
1970-01-01 00:28:33.398400,181.1000,183.3600,179.9700,181.2500,9557720
1970-01-01 00:28:33.312000,181.3700,182.4199,179.2000,180.0800,9017093
1970-01-01 00:28:33.225600,182.9000,183.1600,179.6500,180.8000,16451801
1970-01-01 00:28:33.139200,184.5000,187.4600,182.1950,182.8900,14766592
1970-01-01 00:28:32.880000,188.3200,188.9300,182.5400,182.7900,31532308
1970-01-01 00:28:32.793600,196.0000,196.5700,193.2400,195.4300,10137699
1970-01-01 00:28:32.707200,195.5500,197.0700,194.1800,195.4700,7681377
1970-01-01 00:28:32.620800,198.0700,198.8800,194.9100,197.1500,6425927
1970-01-01 00:28:32.534400,197.6200,198.9800,197.6200,198.4800,7976207
1970-01-01 00:28:32.275200,196.1600,198.1224,195.1100,197.4500,6498212
1970-01-01 00:28:32.188800,199.1500,199.6800,195.5500,195.6500,9198521
1970-01-01 00:28:32.102400,199.0400,199.5600,197.7000,198.3000,9282109
1970-01-01 00:28:32.016000,198.3900,199.7800,198.0800,198.8600,6680105
1970-01-01 00:28:31.929600,199.9900,200.9400,198.5650,198.9400,6215356
1970-01-01 00:28:31.584000,199.4900,200.7200,198.5400,200.3000,8628313
1970-01-01 00:28:31.497600,196.5000,199.6000,196.3800,199.5200,8725757
1970-01-01 00:28:31.411200,194.5900,196.6600,194.0554,195.7300,5961484
1970-01-01 00:28:31.324800,196.6000,196.9400,194.3600,194.8200,8620015
1970-01-01 00:28:31.065600,199.0100,200.4800,196.5400,196.6200,8108840
1970-01-01 00:28:30.979200,196.5200,199.4300,196.3300,199.0600,11203796
1970-01-01 00:28:30.892800,194.1900,196.5600,193.6100,196.3300,9367043
1970-01-01 00:28:30.806400,192.7100,193.9300,192.3800,193.7900,8478717
1970-01-01 00:28:30.720000,190.6300,192.7000,189.8900,192.6600,9013843
1970-01-01 00:28:30.460800,186.4800,190.9400,186.4800,190.3000,17214229
1970-01-01 00:28:30.374400,191.0300,191.6300,187.1030,187.9700,10243134
1970-01-01 00:28:30.288000,190.3600,191.7300,189.8400,191.3800,7719367
1970-01-01 00:28:30.201600,188.9500,190.1600,187.9100,189.8400,5503976
1970-01-01 00:28:30.115200,187.2800,188.4400,186.2200,188.2900,5728082
1970-01-01 00:28:29.856000,188.4400,190.4550,187.9200,188.2200,6172199
1970-01-01 00:28:29.769600,189.9100,190.5000,186.6300,187.8700,7618277
1970-01-01 00:28:29.683200,189.2500,190.0700,187.6300,189.5300,7572891
1970-01-01 00:28:29.596800,186.3600,189.3000,186.3600,188.5500,6617832
1970-01-01 00:28:29.510400,184.7100,187.5900,184.2700,186.6800,7063605
1970-01-01 00:28:29.251200,185.7000,186.4400,185.1000,185.2900,6311996
1970-01-01 00:28:29.164800,185.6600,186.4300,183.8500,186.0600,9643012
