date,open,high,low,close,volume
1970-01-01 00:28:33.916800,126.8150,127.5900,125.3500,127.0000,7083478
1970-01-01 00:28:33.830400,128.1000,128.1000,126.7400,126.8800,7743961
1970-01-01 00:28:33.744000,126.7100,128.0800,126.2200,126.9400,7805992
1970-01-01 00:28:33.484800,125.6500,126.1200,124.8900,125.7800,8404345
1970-01-01 00:28:33.398400,125.5200,125.5200,124.5000,125.2300,5992700
1970-01-01 00:28:33.312000,125.6700,126.1900,124.7100,125.3700,6122908
1970-01-01 00:28:33.225600,126.5600,126.8000,125.0300,125.0600,5587332
1970-01-01 00:28:33.139200,126.6900,127.8200,125.8700,126.1900,6241069
1970-01-01 00:28:32.880000,127.0350,127.1100,125.1000,125.7400,7369989
1970-01-01 00:28:32.793600,126.5500,127.1400,125.4600,126.1500,6187364
1970-01-01 00:28:32.707200,125.8600,127.0000,125.0500,126.7500,5787733
1970-01-01 00:28:32.620800,126.5800,127.0000,125.5100,126.7100,4694248
1970-01-01 00:28:32.534400,127.6400,127.9200,125.8800,126.5600,6281986
1970-01-01 00:28:32.275200,127.6500,128.6000,127.0000,127.9900,5673503
1970-01-01 00:28:32.188800,130.8300,130.9400,127.3350,127.6600,6750650
1970-01-01 00:28:32.102400,130.3500,132.3000,129.4250,129.9000,7724304
1970-01-01 00:28:32.016000,130.1000,130.7600,129.2800,130.3500,6550741
1970-01-01 00:28:31.929600,131.6800,131.9300,130.1100,130.9900,5070742
1970-01-01 00:28:31.584000,132.0000,132.4200,131.0800,131.9500,10189650
1970-01-01 00:28:31.497600,132.8700,133.1000,130.1100,131.7500,16061581
1970-01-01 00:28:31.411200,125.7800,126.0800,124.8500,125.5200,8864402
1970-01-01 00:28:31.324800,124.0800,125.5800,123.7700,125.3100,7605755
1970-01-01 00:28:31.065600,123.7900,124.4900,123.2200,123.8500,7022502
1970-01-01 00:28:30.979200,123.6900,124.1900,123.0600,123.6200,8156305
1970-01-01 00:28:30.892800,121.2800,123.9100,120.3800,123.8500,9793420
1970-01-01 00:28:30.806400,121.4400,122.2600,120.4275,122.2000,11696824
1970-01-01 00:28:30.720000,121.8500,122.5100,121.1250,121.4400,8311895
1970-01-01 00:28:30.460800,119.8400,121.9400,119.2300,121.5200,46477417
1970-01-01 00:28:30.374400,121.3200,121.3200,119.6600,120.5100,9955851
1970-01-01 00:28:30.288000,123.1600,123.2100,120.8000,122.1600,8986413
1970-01-01 00:28:30.201600,123.0000,123.2100,121.4300,122.6600,9398433
1970-01-01 00:28:30.115200,124.6500,124.6500,121.8400,122.7700,7767301
1970-01-01 00:28:29.856000,123.2300,124.0350,122.0600,123.5000,9822679
1970-01-01 00:28:29.769600,123.3600,124.5300,122.8200,123.9900,8982273
1970-01-01 00:28:29.683200,122.8400,124.7600,122.5100,123.7500,8251362
1970-01-01 00:28:29.596800,124.6800,125.0400,122.3900,122.8300,8277870
1970-01-01 00:28:29.510400,124.4600,126.5400,123.2900,124.0500,12706167
1970-01-01 00:28:29.251200,126.8700,127.8500,126.4200,126.9600,6023528
1970-01-01 00:28:29.164800,128.1000,128.8525,127.0600,127.1500,11246128
1970-01-01 00:28:29.078400,129.3400,129.4000,127.7000,128.1900,5697212
1970-01-01 00:28:28.992000,128.2600,129.1600,127.8000,129.0300,4780340
1970-01-01 00:28:28.905600,129.3800,129.7000,128.4700,128.8400,5158398
1970-01-01 00:28:28.646400,129.7900,130.2400,128.8600,129.4500,5177378
1970-01-01 00:28:28.560000,128.1500,129.7200,127.6500,129.2600,6517381
1970-01-01 00:28:28.473600,127.4400,128.1600,126.8000,128.1200,4849322
1970-01-01 00:28:28.387200,128.1300,129.2850,127.2050,127.3700,6952764
1970-01-01 00:28:28.041600,126.5000,128.0900,126.1700,127.7900,6266778
1970-01-01 00:28:27.955200,125.9700,127.2300,125.9501,126.5400,5756747
1970-01-01 00:28:27.868800,125.6100,126.0300,124.8200,125.8200,6622438
1970-01-01 00:28:27.782400,125.9800,126.8580,124.4800,125.4300,7273434
1970-01-01 00:28:27.696000,125.0000,125.4800,124.3995,125.3400,5257536
1970-01-01 00:28:27.436800,126.2200,126.6900,125.0400,125.4500,7891392
1970-01-01 00:28:27.350400,127.3200,127.4800,125.9450,126.6100,6308268
1970-01-01 00:28:27.264000,126.9000,128.0600,126.5000,127.4700,6742760
1970-01-01 00:28:27.177600,126.6050,127.5200,126.0700,126.8800,6152994
1970-01-01 00:28:27.091200,126.9800,127.8000,125.7000,126.1800,8027717
1970-01-01 00:28:26.832000,126.7100,127.5550,126.1050,126.4100,10175595
1970-01-01 00:28:26.745600,123.6500,126.4300,122.7700,126.3800,11650731
1970-01-01 00:28:26.659200,122.5300,122.8500,120.5000,120.7800,10779041
1970-01-01 00:28:26.572800,121.2800,121.7600,120.1800,121.6600,7469479
1970-01-01 00:28:26.486400,121.3450,121.4646,120.4900,121.2800,9138402
1970-01-01 00:28:26.227200,120.5100,121.0200,120.0800,120.8200,8300304
1970-01-01 00:28:26.140800,118.6600,120.1800,118.6600,120.1300,6689818
1970-01-01 00:28:26.054400,119.7000,119.9500,118.4400,118.8800,5857990
1970-01-01 00:28:25.968000,118.1400,119.9900,117.2700,119.8400,6501448
1970-01-01 00:28:25.881600,119.0400,119.9700,118.8600,119.4300,8786168
1970-01-01 00:28:25.622400,118.2100,119.0180,117.7238,118.8900,7605594
1970-01-01 00:28:25.536000,117.6450,118.6200,116.6200,118.5400,10524719
1970-01-01 00:28:25.449600,119.1800,119.3990,117.6050,118.1300,5591406
1970-01-01 00:28:25.363200,118.4900,119.3400,117.9400,118.4900,6832442
1970-01-01 00:28:25.017600,118.0700,118.6700,117.6500,118.6300,6823300
1970-01-01 00:28:24.931200,118.8000,118.9000,117.0800,118.4300,5754423
1970-01-01 00:28:24.844800,118.1900,119.1700,117.7400,118.8600,7129082
1970-01-01 00:28:24.758400,117.5100,119.9400,117.2100,118.4300,8822254
1970-01-01 00:28:24.672000,117.5900,117.8900,116.1800,117.3800,8193116
1970-01-01 00:28:24.412800,117.1000,117.4450,116.6400,117.2200,6858967
1970-01-01 00:28:24.326400,115.9200,117.6500,115.8600,117.0100,11492211
1970-01-01 00:28:24.240000,114.2700,115.9000,114.1600,114.7700,10721923
1970-01-01 00:28:24.153600,109.1600,113.3200,109.1600,113.2400,11920146
1970-01-01 00:28:23.808000,108.9900,109.2400,108.7900,109.0200,5889238
1970-01-01 00:28:23.721600,108.3000,109.0600,108.1300,108.7700,5530591
1970-01-01 00:28:23.635200,107.3100,108.0700,107.0100,107.9800,5386065
1970-01-01 00:28:23.548800,107.5000,108.0900,107.2200,107.6300,4727766
1970-01-01 00:28:23.203200,107.1500,108.0600,106.8350,107.7000,6028695
1970-01-01 00:28:23.116800,105.7850,106.6100,105.3400,106.3900,5919489
1970-01-01 00:28:23.030400,107.1400,107.1400,105.2400,105.3600,8441602
1970-01-01 00:28:22.944000,106.0500,106.6550,105.4400,106.4900,7938475
